doc_name,country,type_of_sentence,quote,action,public_evidence,client_evidence,due_diligence_level,entity_type,role,business_type
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"For high risk clients, approval must be obtained from the Money Laundering Reporting Officer or delegate to confirm the client is not outside of the firms risk appetite.",Has the Money Laundering Reporting Officer or delegate confirmed the client is not outside of the firm's risk appetite?,,,['Enhanced Due Diligence'],"['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,The overall risk rating given to a client must consider all of the risks associated with the client.,,,,[],[],[],[]
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Reliance can be placed on a regulated financial institution from a low risk country to confirm the due diligence information.,Is the financial institution that reliance is being placed on regulated in a low risk country?,,Evidence of Reliance on regulated financial insititution from a low risk country.,['Enhanced Due Diligence'],"['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types', 'All Organisation Entity Types']",['Third Party'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate if the client has links to arms trade and defence. The client must be given a risk rating of high.,Is there any evidence the client has links to arms trade and defence?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Escalate to the Money Laundering Reporting Officer or delegate if the client has links to extractive industries, including oil and precious metals. The client must be given a risk rating of high.","Is there any evidence the client has links to extractive industries, including oil and precious metals?",,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Escalate to the Money Laundering Reporting Officer or delegate if the client has links to extractive industries, including oil and precious metals. The client must be given a risk rating of high.","Is there any evidence the client has links to extractive industries, including oil and precious metals?",,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate if the client or beneficial owner has links to sectors that involve significant amounts of cash. The client must be given a risk rating of high.,Does the client have links to sectors that involve significant amounts of cash?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Record the nature of business of the client.,What products and services does the client provide?,Client's website, Client's Audited Annual Report, Client's Commercial Register, Major News Articles,Client email, Constitutional document,"['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']","['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']",,,,,,,,,,,,,,,,,,,,,,
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where a Politically Exposed Person or Relative or Close Associate is a client or a beneficial owner of a client. The client must be given a risk rating of high.,Is there any evidence a Politically Exposed Person or Relative or Close Associate is a client?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where a Politically Exposed Person or Relative or Close Associate is a client or a beneficial owner of a client. The client must be given a risk rating of high.,Is there any evidence a Politically Exposed Person or Relative or Close Associate is a client?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Simplified Due Diligence can only be performed on clients who are regulated by a financial regulator in a low risk country, or where the client relationship is through an intermediary that is regulated in a low risk country, or where the client is listed on an exchange in a low risk country, or the client is a supranational firm, government department, state-owned company or local authority.","Is the client regulated within the UK or the EU and subject to local law implementing the EU Fourth Money Laundering Directive (4MLD) (and supervised for compliance), in non-EU jurisdictions and subject to requirements in relation to CDD and record keeping which are equivalent to those laid down in 4MLD (and supervised for compliance), or in assessed low risk jurisdictions and applying equivalent CDD and record keeping requirements?",Client's Regulator's website,,['Simplified Due Diligence'],"['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Simplified Due Diligence can only be performed on clients who are regulated by a financial regulator in a low risk country, or where the client relationship is through an intermediary that is regulated in a low risk country, or where the client is listed on an exchange in a low risk country, or the client is a supranational firm, government department, state-owned company or local authority.","Is the client regulated within the UK or the EU and subject to local law implementing the EU Fourth Money Laundering Directive (4MLD) (and supervised for compliance), in non-EU jurisdictions and subject to requirements in relation to CDD and record keeping which are equivalent to those laid down in 4MLD (and supervised for compliance), or in assessed low risk jurisdictions and applying equivalent CDD and record keeping requirements?",Client's Regulator's website,,['Simplified Due Diligence'],"['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Simplified Due Diligence can only be performed on clients who are regulated by a financial regulator in a low risk country, or where the client relationship is through an intermediary that is regulated in a low risk country, or where the client is listed on an exchange in a low risk country, or the client is a supranational firm, government department, state-owned company or local authority.","Is the client regulated within the UK or the EU and subject to local law implementing the EU Fourth Money Laundering Directive (4MLD) (and supervised for compliance), in non-EU jurisdictions and subject to requirements in relation to CDD and record keeping which are equivalent to those laid down in 4MLD (and supervised for compliance), or in assessed low risk jurisdictions and applying equivalent CDD and record keeping requirements?",Client's Regulator's website,,['Simplified Due Diligence'],"['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate if Adverse Media Screening reveals any material Adverse Media Reports about the client or any of the client's relevant parties.,Is there any evidence Adverse Media Screening reveals any material Adverse Media Reports about the client or any of the client's related parties?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']","['Client', 'Beneficial Owner', 'Account Authorised Signatory', 'Additional Borrower', 'Adult acting on behalf of a minor', 'Beneficiary', 'Borrower', ""Client's Clients"", 'Control party', 'Drawee', 'Drawer', 'Employee', 'Executor', 'Founder', 'Individual Starting the new business', 'Individual who act on behalf of the corporate trust', 'Investor', 'Legal Professional', 'Member', 'Organisation Senior Management', 'Payee', 'Payer', 'Pooled Account Individual', 'Protector', 'Referee', 'Secondary Cardholder', 'Settlor', 'Transferee', 'Trustee', 'Underlying Client', 'Administrator', 'Advising Bank', 'Agent', 'Applicant', 'Assignee', 'Assignor', 'Broker or dealer', 'Buyer', ""Client's Parent"", 'Counterparty', 'Distributor', 'Exporter', 'Feeder Fund', 'Financial Advisor', 'Freight Forwarder', 'Fund', 'Fund Manager', 'General Partner', 'Guarantor', 'Importer', 'Instructing Party', 'Insurance Provider', 'Intermediary', 'Intermediate Beneficial Owner', 'Introducer', 'Investment Manager', 'Law or Accountancy firm', 'Lead Underwriter', 'Lender', 'Mandate Lead Arranger', 'Money Service Business', 'NewCo', 'Non-financial business and profession involved with the Trade Finance relationship', 'Other party', 'Port', 'Previous Pension Scheme', 'Professional Trustee', 'Security Provider', 'Security Trustee', 'Seller', 'Shipper or Carrier', 'Start-up fund', 'Supplier', 'Technical Bank', 'Third Party', 'Third Party Investment Vehicle', 'Tied Agent', 'Trade Finance Financial Institution', 'Umbrella Fund', 'Vendor', 'Vessel']","['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate if Adverse Media Screening reveals any material Adverse Media Reports about the client or any of the client's relevant parties.,Is there any evidence Adverse Media Screening reveals any material Adverse Media Reports about the client or any of the client's related parties?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']","['Client', 'Beneficial Owner', 'Account Authorised Signatory', 'Additional Borrower', 'Adult acting on behalf of a minor', 'Beneficiary', 'Borrower', ""Client's Clients"", 'Control party', 'Drawee', 'Drawer', 'Employee', 'Executor', 'Founder', 'Individual Starting the new business', 'Individual who act on behalf of the corporate trust', 'Investor', 'Legal Professional', 'Member', 'Organisation Senior Management', 'Payee', 'Payer', 'Pooled Account Individual', 'Protector', 'Referee', 'Secondary Cardholder', 'Settlor', 'Transferee', 'Trustee', 'Underlying Client', 'Administrator', 'Advising Bank', 'Agent', 'Applicant', 'Assignee', 'Assignor', 'Broker or dealer', 'Buyer', ""Client's Parent"", 'Counterparty', 'Distributor', 'Exporter', 'Feeder Fund', 'Financial Advisor', 'Freight Forwarder', 'Fund', 'Fund Manager', 'General Partner', 'Guarantor', 'Importer', 'Instructing Party', 'Insurance Provider', 'Intermediary', 'Intermediate Beneficial Owner', 'Introducer', 'Investment Manager', 'Law or Accountancy firm', 'Lead Underwriter', 'Lender', 'Mandate Lead Arranger', 'Money Service Business', 'NewCo', 'Non-financial business and profession involved with the Trade Finance relationship', 'Other party', 'Port', 'Previous Pension Scheme', 'Professional Trustee', 'Security Provider', 'Security Trustee', 'Seller', 'Shipper or Carrier', 'Start-up fund', 'Supplier', 'Technical Bank', 'Third Party', 'Third Party Investment Vehicle', 'Tied Agent', 'Trade Finance Financial Institution', 'Umbrella Fund', 'Vendor', 'Vessel']","['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where the client has complex ownership which does not meet the usual legal or regulatory expectations of similar entities and means that there is the potential of unidentified beneficial owners.,Does the client have complex ownership which is does not meet the usual legal or regulatory expectations of similar entities and means that there is the potential of unidentified beneficial owners?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Private Individual'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Escalate to the Money Laundering Reporting Officer or delegate where the client has bearer shares and the true beneficial owners are not publicly registered with a competent authority. The client must be given a risk rating of high.,Does the client have bearer shares and the true beneficial owners are not publicly registered with a competent authority?,,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Escalate to the Money Laundering Reporting Officer or delegate where a transaction, product, or service is complex involving many transactions, countries or parties.","Is a transaction, product, or service complex involving many transactions, countries or parties?",,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Verify and record the registered address of the client, including the country.",What is the client's registered address?,Client's Commercial register,Certificate of incorporation, Letter from Lawyer or accountant,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client']
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,The beneficial owner's country of residence must be recorded.,What is the beneficial owner's country of residence?,Major news articles, Client's Commercial Register,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Beneficial Owner']
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Record on the client profile all the countries the client has relations to through headquarters, operating facilities, branches, and subsidiaries.",What countries does the client operate in?,Client's website, Client's Audited Annual Report,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client']
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Escalate to the Money Laundering Reporting Officer or delegate where a transaction, product, or service is complex involving many transactions, countries or parties.","Is a transaction, product, or service complex involving many transactions, countries or parties?",,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
